Date,Title,Link,Source
2024-11-18 16:55:00,"Microchips Moorthy to Leave as CEO, With Chairman Retaking Role",https://finance.yahoo.com/news/microchip-moorthy-leave-ceo-chairman-215554839.html,Bloomberg
2024-11-05 17:28:00,Microchip Technology forecasts quarterly results below estimates on weak automotive demand,https://finance.yahoo.com/news/microchip-technology-forecasts-quarterly-results-222807884.html,Reuters
2024-08-20 17:53:00,"Chipmaker Microchip Hit by Cyberattack, Slowing Operations",https://finance.yahoo.com/news/microchip-technology-says-cyber-breach-203223784.html,Bloomberg
2024-08-20 16:25:00,Microchip Technology says certain operations disrupted by cyber incident,https://finance.yahoo.com/news/microchip-technologys-certain-operations-disrupted-202534075.html,Reuters
2024-08-01 17:31:00,Microchip Tech expects weak revenue as customers try to clear excess inventory,https://finance.yahoo.com/news/microchip-tech-expects-weak-revenue-213125542.html,Reuters
2024-12-02 16:44:00,"Microchip Says It Will Shut Arizona Plant, Updates Outlook",https://finance.yahoo.com/news/microchip-says-shut-arizona-plant-214425806.html,Bloomberg
2024-12-02 17:45:00,"Microchip Technology lowers quarterly revenue forecast, shuts Arizona factory",https://finance.yahoo.com/news/microchip-technology-lowers-quarterly-revenue-224558322.html,Reuters
2024-12-03 19:26:00,Microchip Pauses Chips Act Application Amid Inventory Woes,https://finance.yahoo.com/news/microchip-pauses-chips-act-application-002616103.html,Bloomberg
2024-12-05 11:17:00,"Intel Shores Up Board With Microchip CEO, Former ASML Chief",https://finance.yahoo.com/news/intel-shores-board-microchip-ceo-161715303.html,Bloomberg
2025-02-06 17:37:00,Microchip forecasts dour quarterly results as customers reduce excess inventory,https://finance.yahoo.com/news/microchip-forecasts-dour-quarterly-results-223722290.html,Reuters
