Date,Title,Link,Source
2024-11-23 06:04:00,Britain's Asda brings back industry veteran Leighton to lead business,https://finance.yahoo.com/news/britains-asda-brings-back-industry-110449547.html,Reuters
2024-11-22 16:35:00,"Walmart's health and wellness head departs, memo says",https://finance.yahoo.com/news/walmarts-health-wellness-head-departs-213546785.html,Reuters
2024-11-20 15:42:00,"Targets Slow Rebound Frustrates Investors, Sends Shares Falling",https://finance.yahoo.com/news/target-shares-tumble-retailer-cuts-115505119.html,Bloomberg
2024-11-20 08:55:00,"Uncertainty clouds holiday shopping season after mixed forecasts from Walmart, Target",https://finance.yahoo.com/news/uncertainty-clouds-holiday-shopping-season-135508043.html,Reuters
2024-11-20 06:35:00,Target shares tumble as retailer expects stagnant holiday quarter sales,https://finance.yahoo.com/news/target-forecasts-muted-holiday-quarter-113502000.html,Reuters
2024-11-26 01:29:00,Walmart to roll back some diversity policies amid pressure from conservatives,https://finance.yahoo.com/news/walmart-roll-back-diversity-policies-062949445.html,Reuters
2024-11-27 09:00:00,A Very ChatGPT Christmas: Savvy Black Friday Shoppers Use AI to Find Deals,https://finance.yahoo.com/news/very-chatgpt-christmas-savvy-black-140002565.html,Bloomberg
2024-11-27 09:41:00,Softbank-Backed Symbotic Sinks as Accounting Errors Hit Outlook,https://finance.yahoo.com/news/softbank-backed-symbotic-sinks-accounting-144105552.html,Bloomberg
2024-12-05 11:04:00,A Very ChatGPT Christmas: Savvy Black Friday Shoppers Use AI to Find Deals,https://finance.yahoo.com/news/very-chatgpt-christmas-savvy-black-140002565.html,Bloomberg
2024-12-06 10:39:00,"Walmart, Amazon holiday spending rise as Target, Best Buy stumble, data shows",https://finance.yahoo.com/news/walmart-amazon-holiday-spending-rise-153925871.html,Reuters
2024-12-11 08:07:00,"Kroger, Albertsons could turn to ad business as mega merger falls through, analysts say",https://finance.yahoo.com/news/kroger-albertsons-could-turn-ad-130748071.html,Reuters
2024-12-12 08:02:00,Walmarts Fintech Races to $2.5 Billion Value in Omen for Banks,https://finance.yahoo.com/news/walmart-fintech-races-2-5-130200472.html,Bloomberg
2024-12-12 15:56:00,Walmart's Fintech Races to $2.5 Billion Valuation,https://finance.yahoo.com/video/walmarts-fintech-races-2-5-205654085.html,Bloomberg
2024-12-12 17:22:00,Worlds Top Retailer Is Now Trying to Save Air New Zealand,https://finance.yahoo.com/news/world-top-retailer-now-trying-222229868.html,Bloomberg
2024-12-16 21:35:00,Walmart teams up with delivery firm Meituan in bid to boost China e-commerce sales,https://finance.yahoo.com/news/walmart-china-partners-chinese-delivery-023534128.html,Reuters
2024-12-19 06:01:00,"Seeing low-income consumers squeezed, retailers target $10 and under gifts",https://finance.yahoo.com/news/seeing-low-income-consumers-squeezed-110144541.html,Reuters
2024-12-19 18:35:00,"Walmart says it is likely to miss 2025, 2030 climate change targets",https://finance.yahoo.com/news/walmart-says-likely-miss-2025-233529550.html,Reuters
2024-12-23 09:09:00,"US government sues Walmart, Branch Messenger over delivery driver 'junk fees'",https://finance.yahoo.com/news/cfpb-sues-walmart-branch-messenger-140953761.html,Reuters
2024-12-23 14:20:00,"CFPB Sues Walmart, Fintech for Illegally Opening Accounts",https://finance.yahoo.com/news/cfpb-sues-walmart-fintech-illegally-161241086.html,Bloomberg
2024-12-24 10:38:00,"Target's holiday advertising push will only take it so far, investors say",https://finance.yahoo.com/news/analysis-targets-holiday-advertising-push-153841119.html,Reuters
2024-12-31 06:23:00,"India delays UPI payments market share cap in relief for Walmart-backed PhonePe, Google Pay",https://finance.yahoo.com/news/india-delays-upi-payments-market-112343220.html,Reuters
2025-01-16 08:01:00,Automation firm Symbotic soars on $200 million deal to buy Walmart's robotics unit,https://finance.yahoo.com/news/automation-firm-symbotic-signs-200-130137748.html,Reuters
2025-01-17 11:16:00,US sues Pepsi over exclusive discounts to Walmart,https://finance.yahoo.com/news/us-sues-pepsi-over-exclusive-161652078.html,Reuters
2025-01-17 12:30:00,Walmart names supply chain executive Dave Guggina as US e-commerce chief,https://finance.yahoo.com/news/walmart-names-supply-chain-executive-173002459.html,Reuters
